1	5	6
1	7	6
1	8	1
1	9	2
1	10	3
1	11	1
1	12	1
1	14	1
1	15	1
1	16	1
1	18	3
1	19	1
1	21	1
1	22	1
1	23	1
2	3	1
2	4	1
3	4	1
5	6	1
5	7	3
5	9	3
5	10	2
5	17	1
6	7	1
7	9	2
7	10	3
7	11	1
7	13	1
7	19	1
9	10	2
14	15	1
18	22	1
20	21	1
21	23	1
